"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Afu8g05820",39.4506399948954,0.105032744141829,0.210068473917804,0.450918478950332,0.999844110216087
"Afu1g00220",596.825085398281,-0.423510630048072,0.180821928446542,0.00424103213803058,0.0701263623950408
"Afu1g11050",30.8305690068419,-0.251657569036506,0.26074517471645,0.112906914524633,0.580416935531116
"Afu5g13370",176.686041171546,0.0175389039467409,0.241743325563274,0.867474265584663,0.999844110216087
"Afu6g13800",1454.93782866858,0.00907344599330672,0.247478497257373,0.931767641263263,0.999844110216087
"Afu3g04030",156.568409438683,-0.00553845679750381,0.249776911139321,0.944822570108132,0.999844110216087
"Afu2g15312",13.973957123413,0.00107358037580604,0.257162267875821,0.989949059346019,0.999844110216087
"Afu1g13950",32.8125661379743,-0.945097112632477,0.313866425017971,0.000193928525282242,0.00657536718213292
"Afu1g05760",680.000940464615,0.0543448494920717,0.251841546407154,0.579743265145918,0.999844110216087
"Afu4g12640",245.138150500583,0.0107659651122397,0.239393624898511,0.921342987349267,0.999844110216087
"Afu7g08410",134.119577966668,0.0809338295048335,0.273259443318772,0.268177175884292,0.873389828350515
"Afu5g05640",581.723765790904,-1.75065079451546,0.878914150766181,0.0010445166443133,0.0249620873368716
"Afu2g12330",735.961253132396,0.120061736786923,0.147728975917202,0.33156726064908,0.945953739980608
"Afu4g08450",8.35826365813963,0.0483670034287625,0.242147302389258,0.656635892979918,0.999844110216087
"Afu5g02650",1478.85689667,-0.593121796368916,0.402509217098299,0.0101958137260516,0.130639948860951
"Afu5g08970",361.684433528669,0.00742609127761559,0.248848517110946,0.938036549763372,0.999844110216087
"Afu2g16480",822.581882266395,0.099293391240993,0.164096722879553,0.438057660040644,0.999844110216087
"Afu2g17720",3.40821908055467,-0.107714578499276,0.283324064401619,0.17834481094181,0.737891834522239
"Afu3g05800",34.0199071140661,0.255236852761279,0.28479471313835,0.110116374432937,0.571704250234466
"Afu5g14060",410.842137843405,0.0429511560651881,0.136922408345584,0.715153878914272,0.999844110216087
"Afu8g01638",47.032815430179,-0.00152635790075497,0.258205077926778,0.976128162753136,0.999844110216087
"Afu3g13140",4125.2560326758,0.0748570975517533,0.274659675494011,0.223368277858395,0.819070476875129
"Afu6g10380",1068.64617035691,-0.365268077344375,0.185825742061812,0.0138724778936827,0.160456049725946
"Afu8g04650",2412.84429708896,-0.0380119626884176,0.251282160176167,0.664180266884674,0.999844110216087
"Afu2g09430",32.4090906418288,-5.40270180462811,1.06996007380273,3.47966664174929e-08,4.47942672520626e-06
"Afu3g12350",18189.5497658162,0.0221540065151276,0.248861696658331,0.814837295142289,0.999844110216087
"Afu3g09280",581.669600423805,0.0621604122281204,0.240651108450116,0.592460349135611,0.999844110216087
"Afu3g08010",6538.8644132155,0.105531506372594,0.230922936296525,0.390314529789377,0.984394595385688
"Afu4g13220",9.04386064078433,-0.126092508442597,0.251631916676282,0.330084016201856,0.945189673904333
"Afu6g10300",1629.2281577756,0.11806176551324,0.139447040830757,0.321766427140188,0.934726821722126
"Afu2g14680",1416.87842935402,0.120383698500595,0.240789378742498,0.368698355928367,0.970570461049676
"Afu1g12650",309.190022717311,0.211237723832043,0.228315124702061,0.164745118406486,0.70632732861181
"Afu6g05045",82.7424376025603,0.0332051099958767,0.227745795648384,0.785313417226254,0.999844110216087
"Afu2g12810",10.6071431260767,-0.0596062412544645,0.229111009054971,0.628174012882903,0.999844110216087
"Afu1g00890",240.982674071123,-0.040864947766766,0.257984251465973,0.591350916918498,0.999844110216087
"Afu3g05420",745.026112017812,0.0475199613019837,0.222438352392663,0.709800805791722,0.999844110216087
"Afu7g05250",1355.57055074735,0.0212954015442442,0.237376328122535,0.849160444126979,0.999844110216087
"Afu5g14010",40.443854635344,0.0962560434517228,0.259522542567757,0.381729436217825,0.979229737531854
"Afu7g04020",33.5342868852358,-0.0697751568081359,0.244584513426443,0.535875383871607,0.999844110216087
"Afu3g12310",1148.68005911189,0.0120463343484161,0.236966908982128,0.915576879126048,0.999844110216087
"Afu2g11340",3230.61575790881,0.0674262964945024,0.253090273547421,0.511583238358688,0.999844110216087
"Afu2g08100",27.7372751912265,-0.119824121135307,0.25334827969362,0.336121550864769,0.949105439846429
"Afu1g17160",6.30100524890455,-0.0408722280349213,0.249153140533435,0.662562993469049,0.999844110216087
"Afu1g15780",931.840904435061,0.0232278693420877,0.255660043743921,0.766814114973801,0.999844110216087
"Afu5g14950",201.799322783945,0.918638284511892,0.231160885911229,6.23688591400554e-06,0.000380369042235974
"Afu2g14210",1667.59951992541,0.172941731220223,0.282962393249091,0.197913870041231,0.773131862785308
"Afu1g12610",6028.30339657638,0.252528284805307,0.359555140683421,0.0861369796595151,0.502801595869418
"Afu1g17150",43.9092357383324,-0.308407673380277,0.353290891593271,0.0686377798633939,0.448605447791925
"Afu2g04150",198.480514842903,0.205435631773831,0.160449814340592,0.11780707533594,0.592314802759716
"Afu4g01350",975.086159628394,-0.0522050934352285,0.221466134330666,0.681087031946289,0.999844110216087
"Afu3g12990",47.564442596736,-0.281570081177369,0.348038425987939,0.0817531148013603,0.4892767324664
"Afu4g04580",7.78458313486121,-0.0245491274113412,0.252803381260975,0.761543683159363,0.999844110216087
"Afu8g01950",0.252493588228993,-0.0157022329635546,0.266489799419216,0.676364412391457,NA
"Afu2g08360",292.810947843062,-0.284746885218022,0.345112898562569,0.0800789182205304,0.484435792646477
"Afu5g03780",106.975741349206,-0.153026713114823,0.313927383859759,0.0879252156011142,0.508219506394223
"Afu7g01730",250.514581595701,-0.0165849229051285,0.257187868228474,0.803123252061661,0.999844110216087
"Afu3g02150",0.338276618826889,-8.0574546604e-05,0.263843349383246,0.966290148216776,NA
"Afu2g15360",86.1173139623718,0.0050320954858834,0.258774391717386,0.941388668433505,0.999844110216087
"Afu5g11270",1059.31739596697,0.0486344849519815,0.20048428245007,0.711453563503176,0.999844110216087
"Afu2g03770",89.2278602601932,0.244150173505869,0.234948558819438,0.118457639625455,0.594796718260761
"Afu1g06630",415.77605140012,0.207845749005335,0.119517947045049,0.0520538442779606,0.380989894797514
"Afu1g02950",286.720786353436,-0.098113099152402,0.271105356592702,0.294415333087102,0.903053170592445
"Afu6g11720",40.0708917007667,0.597806528126909,0.627105160819736,0.0166290447629089,0.181816051703423
"Afu3g10510",370.587152905483,-0.0171094799334297,0.241281988665831,0.870251169350618,0.999844110216087
"Afu8g04310",1192.13726969925,0.155157399690369,0.228342671814886,0.282548487692663,0.893072188647062
"Afu4g13250",343.561565303226,-0.0124993879146221,0.171000403781687,0.922651213048761,0.999844110216087
"Afu1g10850",536.750480664776,-0.0328104459949153,0.204254028355574,0.829753070714188,0.999844110216087
"Afu5g14845",182.998261988946,-0.0294166914773842,0.256593056883717,0.68461747697518,0.999844110216087
"Afu8g04970",82.5789618581265,0.0326303887378231,0.256425564783025,0.676725226723433,0.999844110216087
"Afu1g03970",1487.88037937188,0.0172143216035535,0.216855517286516,0.890635752715881,0.999844110216087
"Afu5g00930",22.66206389807,0.967810448008684,0.699317920520395,0.00553870881885892,0.0848946234034218
"Afu6g07850",319.501040588681,-0.274281648900038,0.246062175716926,0.0882860436980404,0.509325873717442
"Afu2g10375",9.36324783311541,0.0297123230150996,0.259219299103319,0.655909846265403,0.999844110216087
"Afu2g16470",90.7282938367219,-0.144644173034564,0.149437022379281,0.245247420030407,0.845573998993425
"Afu2g17790",88.0003723556831,-0.0530205553839219,0.256823458301069,0.537499545955247,0.999844110216087
"Afu6g10360",1936.8128525546,-0.0309573847063171,0.246438261750745,0.739142356479176,0.999844110216087
"Afu2g17540",9.17748219804994,-0.135385293141419,0.317861895014913,0.00171705065124171,0.0357572942715347
"Afu6g12250",257.396944334208,-0.0150915170557086,0.170684101810924,0.906876918128203,0.999844110216087
"Afu6g09307",4115.65033031449,0.144920136932322,0.297047517221631,0.150900324315071,0.678112844960359
"Afu7g04980",5.84925819865223,-1.76138679100447,0.602534716708614,0.00026409538410657,0.00837967516057062
